parameters;n_neighbors;min_dist;min_cluster;min_sample;topic_coherence;nr_topics;avg_similarity;topics
de_timber_kl_n_neighbors = 10 min_dist = 0.0 min_cluster = 10 min_sample = 2;10.0;0.0;10.0;2.0;0.4232499559777335;26.0;0.7789017273844698;"0_anpassungsstrategie_deutsche_deutschen_bundesregierung; 1_ls_kreislaufwirtschaft_vgl_abfällen; 2_holz_bauen_wohnraum_wohnen; 3_laubholz_nadelholz_holzwirtschaft_mio; 4_gewässer_feuchtgebiete_infrastruktur_auswirkungen; 5_holzwirtschaft_ländlichen_raum_nachfrage; 6_kubikmeter_arten_wald_baumarten; 7_verantwortung_kreislaufwirtschaft_design_produkte; 8_bevölkerungsschutz_bund_bevölkerung_schutz; 9_kraftwerke_könnten_straßen_extremes; 10_klimawandels_anpassung_auswirkungen_klimaänderung; 11_anpassung_klimawandel_anpassungsstrategien_zusammenarbeit; 12_fischerei_arten_nord_ostsee; 13_cm_jahrhunderts_sogar_könnten; 14_agrobiodiversität_erhaltung_maßnahmen_pflanzenzüchtung; 15_studien_könnten_klimawandel_klimawandels; 16_unsicherheiten_klimasystems_klimaprognose_unsicherheit; 17_dhwr_öffentlichkeitsarbeit_politik_leitsätze; 18_indikatoren_anpassungsmaßnahmen_entscheidungsunterstützung_maßnahmen; 19_infektionen_erreger_ambrosia_vektoren; 20_trend_jahrhunderts_besonders_stark; 21_risiken_versicherungen_usdollar_banken; 22_klimamodelle_zeitraum_modell_clm; 23_konzept_daten_bundesländern_monitoring; 24_planung_landschaftsplanung_raumordnung_räumliche; 25_forschung_anpassungsforschung_klimasystemforschung_klimawandel"
de_timber_kl_n_neighbors = 10 min_dist = 0.0 min_cluster = 15 min_sample = 3;10.0;0.0;15.0;3.0;0.4968476720292001;14.0;0.8116831626967307;"0_anpassung_klimawandel_klimawandels_maßnahmen; 1_anpassungsstrategie_deutsche_deutschen_bundesregierung; 2_klimamodelle_abb_zeitraum_jahrhunderts; 3_ls_kreislaufwirtschaft_vgl_abfällen; 4_holz_bauen_wohnraum_wohnen; 5_holzwirtschaft_nadelholz_laubholz_holz; 6_holzwirtschaft_ländlichen_raum_nachfrage; 7_arten_kubikmeter_wald_baumarten; 8_gewässer_feuchtgebiete_infrastruktur_chen; 9_bevölkerungsschutz_bund_katastrophenschutz_bevölkerung; 10_kraftwerke_könnten_straßen_stürme; 11_fischerei_arten_ostsee_nord; 12_design_produkte_verantwortung_produkten; 13_unsicherheiten_klimasystems_klimaprognose_unsicherheit"
de_timber_kl_n_neighbors = 10 min_dist = 0.0 min_cluster = 20 min_sample = 5;10.0;0.0;20.0;5.0;0.5607860002939382;9.0;0.8436842140386466;"0_anpassung_klimawandel_klimawandels_maßnahmen; 1_gewässer_könnten_auswirkungen_insbesondere; 2_kreislaufwirtschaft_materialien_produkte_ls; 3_klimamodelle_zeitraum_abb_klima; 4_anpassungsstrategie_deutsche_deutschen_bundesregierung; 5_holzwirtschaft_dhwr_entwicklung_ländlichen; 6_holz_bauen_holzwirtschaft_wohnraum; 7_holzwirtschaft_nadelholz_laubholz_holz; 8_bevölkerungsschutz_bund_bevölkerung_schutz"
de_timber_kl_n_neighbors = 10 min_dist = 0.0 min_cluster = 25 min_sample = 6;10.0;0.0;25.0;6.0;0.538308846233384;8.0;0.8656361267070485;"0_anpassung_klimawandel_klimawandels_maßnahmen; 1_gewässer_könnten_auswirkungen_insbesondere; 2_kreislaufwirtschaft_materialien_produkte_produkten; 3_klimamodelle_zeitraum_abb_klima; 4_anpassungsstrategie_deutsche_deutschen_bundesregierung; 5_holzwirtschaft_dhwr_entwicklung_ländlichen; 6_holz_bauen_holzwirtschaft_wohnraum; 7_holzwirtschaft_nadelholz_laubholz_mio"
de_timber_kl_n_neighbors = 10 min_dist = 0.0 min_cluster = 30 min_sample = 7;10.0;0.0;30.0;7.0;0.5617594968716009;7.0;0.8538966938585228;"0_anpassung_klimawandel_klimawandels_maßnahmen; 1_kreislaufwirtschaft_produkte_materialien_produkten; 2_gewässer_könnten_auswirkungen_insbesondere; 3_klimamodelle_zeitraum_abb_klima; 4_anpassungsstrategie_deutsche_deutschen_bundesregierung; 5_risiken_bund_bevölkerungsschutz_maßnahmen; 6_holz_bauen_holzwirtschaft_wohnraum"
de_timber_kl_n_neighbors = 10 min_dist = 0.1 min_cluster = 10 min_sample = 2;10.0;0.1;10.0;2.0;0.42083665121547276;26.0;0.7793334151146913;"0_anpassungsstrategie_deutsche_deutschen_bundesregierung; 1_ls_kreislaufwirtschaft_vgl_abfällen; 2_nadelholz_laubholz_holzwirtschaft_mio; 3_holz_bauen_wohnen_wohnraum; 4_holzwirtschaft_ländlichen_raum_nachfrage; 5_kubikmeter_arten_wald_baumarten; 6_kreislaufwirtschaft_verantwortung_design_produkte; 7_bevölkerungsschutz_bevölkerung_bund_schutz; 8_gewässer_feuchtgebiete_infrastruktur_chen; 9_kraftwerke_könnten_straßen_kön; 10_anbau_raumordnung_erhaltung_maßnahmen; 11_klimawandels_anpassung_ökonomische_kosten; 12_fischerei_arten_nord_ostsee; 13_cm_jahrhunderts_sogar_könnten; 14_unsicherheiten_klimasystems_klimaprognose_unsicherheit; 15_infektionen_erreger_ambrosia_vektoren; 16_dhwr_öffentlichkeitsarbeit_politik_leitsätze; 17_zeitraum_klimamodelle_modell_statistische; 18_indikatoren_anpassungsmaßnahmen_entscheidungsunterstützung_information; 19_risiken_versicherungen_usdollar_banken; 20_trend_jahrhunderts_besonders_stark; 21_anpassung_klimawandel_anpassungsstrategien_zusammenarbeit; 22_studien_könnten_klimawandel_regionalen; 23_planung_landschaftsplanung_raumordnung_räumliche; 24_konzept_monitoring_dokumentieren_messnetze; 25_forschung_anpassungsforschung_klimasystemforschung_klimawandel"
de_timber_kl_n_neighbors = 10 min_dist = 0.1 min_cluster = 15 min_sample = 3;10.0;0.1;15.0;3.0;0.49736296298325977;13.0;0.8093788208723025;"0_gewässer_könnten_auswirkungen_insbesondere; 1_anpassung_klimawandel_klimawandels_anpassungsmaßnahmen; 2_klimamodelle_zeitraum_abb_klima; 3_anpassungsstrategie_deutsche_deutschen_bundesregierung; 4_ls_kreislaufwirtschaft_vgl_abfällen; 5_holzwirtschaft_laubholz_nadelholz_holz; 6_holz_bauen_wohnen_wohnraum; 7_holzwirtschaft_ländlichen_raum_nachfrage; 8_arten_kubikmeter_wald_baumarten; 9_bevölkerungsschutz_bund_katastrophenschutz_bevölkerung; 10_verantwortung_produkte_design_produkten; 11_agrobiodiversität_erhaltung_maßnahmen_pflanzenzüchtung; 12_könnten_klimawandels_klimawandel_regionalen"
de_timber_kl_n_neighbors = 10 min_dist = 0.1 min_cluster = 20 min_sample = 5;10.0;0.1;20.0;5.0;0.49183079173374156;10.0;0.82653182408149;"0_anpassung_klimawandel_klimawandels_auswirkungen; 1_gewässer_insbesondere_auswirkungen_könnten; 2_klimamodelle_zeitraum_abb_klima; 3_anpassungsstrategie_deutsche_anpassung_bundesregierung; 4_kreislaufwirtschaft_ls_vgl_abfällen; 5_bevölkerungsschutz_bund_bevölkerung_maßnahmen; 6_holz_ressourcen_bauen_wohnen; 7_holzwirtschaft_nadelholz_laubholz_mio; 8_holzwirtschaft_ländlichen_raum_megatrends; 9_design_produkte_produkten_verantwortung"
de_timber_kl_n_neighbors = 10 min_dist = 0.1 min_cluster = 25 min_sample = 6;10.0;0.1;25.0;6.0;0.581438565586646;8.0;0.8356983635480725;"0_klimawandel_anpassung_klimawandels_auswirkungen; 1_kreislaufwirtschaft_produkte_ls_vgl; 2_gewässer_auswirkungen_insbesondere_arten; 3_anpassungsstrategie_deutsche_deutschen_bundesregierung; 4_holzwirtschaft_nadelholz_holz_laubholz; 5_klimamodelle_abb_zeitraum_clm; 6_holz_ressourcen_holzwirtschaft_wohnraum; 7_bevölkerungsschutz_bund_maßnahmen_katastrophenschutz"
de_timber_kl_n_neighbors = 10 min_dist = 0.1 min_cluster = 30 min_sample = 7;10.0;0.1;30.0;7.0;0.6268124724290659;6.0;0.8611104955509216;"0_klimawandel_anpassung_klimawandels_auswirkungen; 1_kreislaufwirtschaft_vgl_ls_produkte; 2_auswirkungen_insbesondere_gewässer_arten; 3_klimamodelle_zeitraum_abb_klima; 4_anpassungsstrategie_deutsche_deutschen_bundesregierung; 5_holzwirtschaft_holz_laubholz_nadelholz"
de_timber_kl_n_neighbors = 10 min_dist = 0.25 min_cluster = 10 min_sample = 2;10.0;0.25;10.0;2.0;0.42939605731726876;24.0;0.7797800049088092;"0_klimawandel_könnten_klimawandels_arten; 1_anpassungsstrategie_anpassung_deutsche_bundesregierung; 2_ls_vgl_kreislaufwirtschaft_abfällen; 3_holz_wohnraum_bauen_rohstoffen; 4_holzwirtschaft_nadelholz_laubholz_mio; 5_bevölkerungsschutz_bevölkerung_bund_schutz; 6_gewässer_feuchtgebiete_führen_auswirkungen; 7_verantwortung_produkte_kreislaufwirtschaft_design; 8_anpassung_klimawandel_anpassungsstrategien_klimawandels; 9_holzwirtschaft_ländlichen_raum_nachfrage; 10_kraftwerke_straßen_kön_extremes; 11_cm_jahrhunderts_sogar_könnten; 12_anpassung_ökonomische_kosten_klimawandels; 13_fischerei_arten_nord_ostsee; 14_infektionen_erreger_ambrosia_vektoren; 15_trend_jahrhunderts_besonders_stark; 16_risiken_versicherungen_banken_unternehmen; 17_dhwr_öffentlichkeitsarbeit_forschung_entwicklung; 18_klimamodelle_zeitraum_modell_clm; 19_unsicherheiten_klimasystems_klimaprognose_modelle; 20_indikatoren_anpassungsmaßnahmen_entscheidungsunterstützung_information; 21_forschung_klimzug_anpassungsforschung_bildung; 22_planung_landschaftsplanung_raumordnung_räumliche; 23_konzept_monitoring_dokumentieren_messnetze"
de_timber_kl_n_neighbors = 10 min_dist = 0.25 min_cluster = 15 min_sample = 3;10.0;0.25;15.0;3.0;0.4638361094589088;13.0;0.7956214164610892;"0_anpassung_klimawandel_klimawandels_anpassungsstrategien; 1_klimawandels_klimawandel_arten_könnten; 2_anpassungsstrategie_anpassung_bundesregierung_deutsche; 3_holz_holzwirtschaft_dhwr_bauen; 4_gewässer_fischerei_arten_auswirkungen; 5_ls_kreislaufwirtschaft_vgl_abfällen; 6_bevölkerungsschutz_bevölkerung_maßnahmen_bund; 7_holzwirtschaft_nadelholz_laubholz_mio; 8_zeitraum_klimamodelle_remo_clm; 9_holzwirtschaft_ländlichen_raum_megatrends; 10_verantwortung_produkte_design_produkten; 11_kraftwerke_könnten_straßen_stürme; 12_unsicherheiten_klimasystems_klimaprognose_unsicherheit"
de_timber_kl_n_neighbors = 10 min_dist = 0.25 min_cluster = 20 min_sample = 5;10.0;0.25;20.0;5.0;0.5145142117092071;10.0;0.8237547556934487;"0_kreislaufwirtschaft_produkte_produkten_verantwortung; 1_gewässer_auswirkungen_insbesondere_arten; 2_holzwirtschaft_holz_laubholz_nadelholz; 3_anpassung_klimawandel_klimawandels_auswirkungen; 4_anpassungsstrategie_bundesregierung_deutsche_anpassung; 5_klimawandels_arten_klimawandel_baumarten; 6_klimamodelle_abb_zeitraum_clm; 7_bevölkerungsschutz_bund_maßnahmen_katastrophenschutz; 8_holz_holzwirtschaft_holzbau_bauen; 9_indikatoren_anpassungsmaßnahmen_monitoring_daten"
de_timber_kl_n_neighbors = 10 min_dist = 0.25 min_cluster = 25 min_sample = 6;10.0;0.25;25.0;6.0;0.5539164894838613;8.0;0.8310725453040002;"0_kreislaufwirtschaft_produkte_produkten_vgl; 1_anpassung_klimawandel_klimawandels_auswirkungen; 2_gewässer_auswirkungen_insbesondere_arten; 3_holzwirtschaft_holz_nadelholz_laubholz; 4_anpassungsstrategie_anpassung_deutsche_bundesregierung; 5_klimawandels_klimawandel_könnten_arten; 6_klimamodelle_abb_zeitraum_clm; 7_bund_risiken_bevölkerungsschutz_unternehmen"
de_timber_kl_n_neighbors = 10 min_dist = 0.25 min_cluster = 30 min_sample = 7;10.0;0.25;30.0;7.0;0.5832370447701659;3.0;0.8735399670972885;"0_anpassung_klimawandel_klimawandels_auswirkungen; 1_holz_holzwirtschaft_laubholz_nadelholz; 2_kreislaufwirtschaft_produkten_produkte_verantwortung"
de_timber_kl_n_neighbors = 20 min_dist = 0.0 min_cluster = 10 min_sample = 2;20.0;0.0;10.0;2.0;0.4828802897549938;17.0;0.792892740752606;"0_gewässer_könnten_auswirkungen_insbesondere; 1_anpassung_klimawandel_klimawandels_anpassungsstrategien; 2_anpassungsstrategie_deutsche_deutschen_bundesregierung; 3_kreislaufwirtschaft_ls_vgl_abfällen; 4_klimamodelle_abb_zeitraum_clm; 5_holzwirtschaft_laubholz_nadelholz_holz; 6_holzwirtschaft_dhwr_ländlichen_raum; 7_holz_bauen_wohnen_wohnraum; 8_kreislaufwirtschaft_verantwortung_design_produkte; 9_arten_kubikmeter_wald_baumarten; 10_bevölkerungsschutz_bund_katastrophenschutz_bevölkerung; 11_könnten_klimawandels_klimawandel_veränderungen; 12_vielfalt_erhaltung_landwirtschaft_agrobiodiversität; 13_indikatoren_anpassungsmaßnahmen_erfolgen_bewusstseinsbildung; 14_cm_jahrhunderts_sogar_könnten; 15_infektionen_erreger_ambrosia_vektoren; 16_risiken_versicherungen_usdollar_banken"
de_timber_kl_n_neighbors = 20 min_dist = 0.0 min_cluster = 15 min_sample = 3;20.0;0.0;15.0;3.0;0.48740359970921887;14.0;0.8062589791647152;"0_gewässer_auswirkungen_könnten_insbesondere; 1_anpassung_klimawandel_klimawandels_auswirkungen; 2_klimamodelle_abb_zeitraum_jahrhunderts; 3_anpassungsstrategie_deutsche_deutschen_bundesregierung; 4_kreislaufwirtschaft_ls_vgl_abfällen; 5_bevölkerungsschutz_maßnahmen_bevölkerung_bund; 6_holzwirtschaft_dhwr_ländlichen_raum; 7_holzwirtschaft_laubholz_nadelholz_holz; 8_holz_bauen_wohnraum_wohnen; 9_verantwortung_kreislaufwirtschaft_produkte_design; 10_arten_kubikmeter_wald_baumarten; 11_könnten_klimawandels_klimawandel_regionalen; 12_vielfalt_landwirtschaft_erhaltung_agrobiodiversität; 13_infektionen_erreger_vektoren_überträger"
de_timber_kl_n_neighbors = 20 min_dist = 0.0 min_cluster = 20 min_sample = 5;20.0;0.0;20.0;5.0;0.5021061248570211;10.0;0.837709760436746;"0_gewässer_könnten_auswirkungen_insbesondere; 1_anpassung_klimawandel_klimawandels_auswirkungen; 2_kreislaufwirtschaft_produkten_produkte_vgl; 3_zeitraum_klimamodelle_abb_klima; 4_anpassungsstrategie_deutsche_deutschen_bundesregierung; 5_arten_klimawandel_klimawandels_könnten; 6_bevölkerungsschutz_maßnahmen_bund_bevölkerung; 7_holzwirtschaft_dhwr_ländlichen_raum; 8_holzwirtschaft_nadelholz_laubholz_mio; 9_holz_bauen_wohnraum_wohnen"
de_timber_kl_n_neighbors = 20 min_dist = 0.0 min_cluster = 25 min_sample = 6;20.0;0.0;25.0;6.0;0.550697758161904;9.0;0.8304910744606585;"0_gewässer_könnten_insbesondere_auswirkungen; 1_anpassung_klimawandel_klimawandels_auswirkungen; 2_kreislaufwirtschaft_produkten_produkte_ls; 3_klimamodelle_abb_zeitraum_jahrhunderts; 4_anpassungsstrategie_deutsche_deutschen_klimawandels; 5_klimawandels_arten_klimawandel_kubikmeter; 6_bevölkerungsschutz_maßnahmen_bund_bevölkerung; 7_holz_bauen_holzwirtschaft_wohnraum; 8_holzwirtschaft_laubholz_nadelholz_mio"
de_timber_kl_n_neighbors = 20 min_dist = 0.0 min_cluster = 30 min_sample = 7;20.0;0.0;30.0;7.0;0.45054513386056416;2.0;0.9728454060398652;"0_anpassung_klimawandel_klimawandels_kreislaufwirtschaft; 1_könnten_gewässer_auswirkungen_insbesondere"
de_timber_kl_n_neighbors = 20 min_dist = 0.1 min_cluster = 10 min_sample = 2;20.0;0.1;10.0;2.0;0.4794741635388879;17.0;0.7838024972217194;"0_anpassung_klimawandel_klimawandels_auswirkungen; 1_gewässer_könnten_insbesondere_auswirkungen; 2_anpassungsstrategie_deutsche_deutschen_bundesregierung; 3_ls_kreislaufwirtschaft_vgl_abfällen; 4_abb_zeitraum_klimamodelle_clm; 5_holzwirtschaft_dhwr_ländlichen_raum; 6_holzwirtschaft_laubholz_nadelholz_holz; 7_holz_bauen_wohnraum_wohnen; 8_arten_kubikmeter_wald_baumarten; 9_verantwortung_kreislaufwirtschaft_produkte_design; 10_bevölkerungsschutz_bund_katastrophenschutz_bevölkerung; 11_könnten_klimawandels_veränderungen_klimawandel; 12_vielfalt_erhaltung_agrobiodiversität_pflanzenzüchtung; 13_risiken_versicherungen_banken_chancen; 14_infektionen_erreger_ambrosia_vektoren; 15_indikatoren_anpassungsmaßnahmen_erfolgen_bewusstseinsbildung; 16_cm_jahrhunderts_sogar_gletscher"
de_timber_kl_n_neighbors = 20 min_dist = 0.1 min_cluster = 15 min_sample = 3;20.0;0.1;15.0;3.0;0.47645309407604053;14.0;0.8009385046898225;"0_anpassung_klimawandel_klimawandels_auswirkungen; 1_gewässer_auswirkungen_insbesondere_könnten; 2_klimamodelle_zeitraum_abb_jahrhunderts; 3_anpassungsstrategie_deutsche_deutschen_bundesregierung; 4_maßnahmen_bevölkerungsschutz_bevölkerung_bund; 5_klimawandel_arten_klimawandels_könnten; 6_kreislaufwirtschaft_ls_vgl_abfällen; 7_holzwirtschaft_laubholz_nadelholz_mio; 8_holz_bauen_wohnraum_wohnen; 9_kreislaufwirtschaft_produkten_design_produkte; 10_holzwirtschaft_ländlichen_raum_megatrends; 11_risiken_versicherungen_banken_chancen; 12_infektionen_erreger_vektoren_überträger; 13_vielfalt_erhaltung_agrobiodiversität_maßnahmen"
de_timber_kl_n_neighbors = 20 min_dist = 0.1 min_cluster = 20 min_sample = 5;20.0;0.1;20.0;5.0;0.5202409991832763;10.0;0.8320420233029258;"0_könnten_klimawandel_klimawandels_arten; 1_gewässer_insbesondere_könnten_auswirkungen; 2_kreislaufwirtschaft_produkten_ls_produkte; 3_anpassung_klimawandel_klimawandels_auswirkungen; 4_abb_zeitraum_klimamodelle_jahrhunderts; 5_maßnahmen_bevölkerungsschutz_bevölkerung_bund; 6_holzwirtschaft_holz_nadelholz_laubholz; 7_anpassungsstrategie_deutsche_deutschen_anpassung; 8_dhwr_öffentlichkeitsarbeit_holzwirtschaft_entwicklung; 9_holz_holzwirtschaft_holzbau_bauen"
de_timber_kl_n_neighbors = 20 min_dist = 0.1 min_cluster = 25 min_sample = 6;20.0;0.1;25.0;6.0;0.542645864933909;8.0;0.8387728637474731;"0_kreislaufwirtschaft_produkten_vgl_produkte; 1_gewässer_auswirkungen_könnten_insbesondere; 2_klimawandel_arten_könnten_klimawandels; 3_zeitraum_klimamodelle_abb_klima; 4_maßnahmen_bevölkerungsschutz_bevölkerung_bund; 5_anpassungsstrategie_deutsche_deutschen_anpassung; 6_anpassung_klimawandel_klimawandels_auswirkungen; 7_holzwirtschaft_nadelholz_laubholz_holz"
de_timber_kl_n_neighbors = 20 min_dist = 0.1 min_cluster = 30 min_sample = 7;20.0;0.1;30.0;7.0;0.38488660420071685;3.0;0.9038140552606619;"0_anpassung_klimawandel_klimawandels_kreislaufwirtschaft; 1_gewässer_auswirkungen_könnten_insbesondere; 2_risiken_bund_bevölkerungsschutz_maßnahmen"
de_timber_kl_n_neighbors = 20 min_dist = 0.25 min_cluster = 10 min_sample = 2;20.0;0.25;10.0;2.0;0.4386608888150764;22.0;0.7920918092524516;"0_anpassung_klimawandel_klimawandels_forschung; 1_kreislaufwirtschaft_ls_vgl_abfällen; 2_gewässer_feuchtgebiete_veränderungen_auswirkungen; 3_dhwr_ländlichen_holzwirtschaft_raum; 4_arten_kubikmeter_baumarten_wald; 5_bevölkerungsschutz_bevölkerung_bund_katastrophenschutz; 6_anpassungsstrategie_deutsche_deutschen_anpassung; 7_design_kreislaufwirtschaft_produkten_produkte; 8_vielfalt_nachwachsender_maßnahmen_erhaltung; 9_anpassung_klimawandel_anpassungsstrategien_klimawandels; 10_klimamodelle_modell_statistische_unsicherheiten; 11_holz_holzbau_bauen_holzwirtschaft; 12_holzwirtschaft_nadelholz_laubholz_holz; 13_abb_jahrhunderts_zeitraum_niederschläge; 14_kraftwerke_straßen_hitzewellen_könnten; 15_infektionen_erreger_vektoren_überträger; 16_cm_jahrhunderts_sogar_könnten; 17_risiken_versicherungen_cdp_banken; 18_könnten_regionalen_klimawandel_geringere; 19_indikatoren_anpassungsmaßnahmen_entscheidungsunterstützung_information; 20_wasserstraßen_schifffahrt_glowa_wasserwirtschaft; 21_laubholz_nadelholz_mio_deutscher"
de_timber_kl_n_neighbors = 20 min_dist = 0.25 min_cluster = 15 min_sample = 3;20.0;0.25;15.0;3.0;0.4856870170627542;13.0;0.8365663818430288;"0_auswirkungen_könnten_gewässer_fischerei; 1_klimamodelle_abb_zeitraum_jahrhunderts; 2_risiken_bund_bevölkerungsschutz_maßnahmen; 3_anpassungsstrategie_deutsche_deutschen_anpassung; 4_holzwirtschaft_dhwr_ländlichen_raum; 5_kreislaufwirtschaft_ls_vgl_abfällen; 6_holzwirtschaft_nadelholz_laubholz_mio; 7_klimawandels_anpassung_forschung_klimawandel; 8_arten_kubikmeter_wald_baumarten; 9_kreislaufwirtschaft_design_produkte_produkten; 10_maßnahmen_nachwachsender_erhaltung_rohstoffe; 11_holz_holzbau_bauen_holzwirtschaft; 12_anpassung_klimawandel_anpassungsstrategien_klimawandels"
de_timber_kl_n_neighbors = 20 min_dist = 0.25 min_cluster = 20 min_sample = 5;20.0;0.25;20.0;5.0;0.49291530402617517;9.0;0.8384245977413126;"0_kreislaufwirtschaft_produkten_vgl_materialien; 1_gewässer_auswirkungen_könnten_veränderungen; 2_anpassung_klimawandel_klimawandels_anpassungsstrategien; 3_klimamodelle_abb_zeitraum_jahrhunderts; 4_klimawandels_klimawandel_arten_kubikmeter; 5_deutsche_anpassungsstrategie_deutschen_anpassung; 6_bevölkerungsschutz_bevölkerung_katastrophenschutz_schutz; 7_holzwirtschaft_dhwr_ländlichen_entwicklung; 8_holzwirtschaft_holz_nadelholz_laubholz"
de_timber_kl_n_neighbors = 20 min_dist = 0.25 min_cluster = 25 min_sample = 6;20.0;0.25;25.0;6.0;0.5049424949129548;8.0;0.8296046399045485;"0_kreislaufwirtschaft_materialien_produkten_vgl; 1_gewässer_auswirkungen_könnten_insbesondere; 2_klimamodelle_abb_zeitraum_remo; 3_anpassungsstrategie_deutsche_deutschen_anpassung; 4_holzwirtschaft_laubholz_nadelholz_mio; 5_anpassung_klimawandel_klimawandels_auswirkungen; 6_kubikmeter_klimawandels_könnten_arten; 7_dhwr_holzwirtschaft_entwicklung_öffentlichkeitsarbeit"
de_timber_kl_n_neighbors = 20 min_dist = 0.25 min_cluster = 30 min_sample = 7;20.0;0.25;30.0;7.0;0.43400867147582795;3.0;0.8799703069261197;"0_anpassung_klimawandel_klimawandels_auswirkungen; 1_kreislaufwirtschaft_produkten_materialien_produkte; 2_gewässer_auswirkungen_könnten_insbesondere"
